N;S1;S2;Delta
30611;10.90635;10.90635;1.192093e-07
30612;10.90638;10.90638;1.192093e-07
30613;10.90641;10.90641;0
30614;10.90645;10.90645;0
30615;10.90648;10.90648;0
30616;10.90651;10.90651;0
30617;10.90654;10.90655;5.960464e-08
30618;10.90658;10.90658;5.960464e-08
30619;10.90661;10.90661;5.960464e-08
30620;10.90664;10.90664;5.960464e-08
30621;10.90667;10.90668;1.788139e-07
30622;10.90671;10.90671;1.788139e-07
30623;10.90674;10.90674;1.788139e-07
30624;10.90677;10.90677;1.788139e-07
30625;10.9068;10.90681;2.384186e-07
30626;10.90684;10.90684;2.384186e-07
30627;10.90687;10.90687;2.384186e-07
30628;10.9069;10.9069;2.384186e-07
30629;10.90693;10.90694;3.576279e-07
30630;10.90697;10.90697;3.576279e-07
30631;10.907;10.907;3.576279e-07
30632;10.90703;10.90703;3.576279e-07
30633;10.90706;10.90707;4.172325e-07
30634;10.9071;10.9071;4.172325e-07
30635;10.90713;10.90713;4.172325e-07
30636;10.90716;10.90717;4.172325e-07
30637;10.90719;10.9072;4.172325e-07
30638;10.90723;10.90723;5.364418e-07
30639;10.90726;10.90726;5.364418e-07
30640;10.90729;10.9073;5.364418e-07
30641;10.90732;10.90733;5.364418e-07
30642;10.90736;10.90736;5.960464e-07
30643;10.90739;10.90739;5.960464e-07
30644;10.90742;10.90743;5.960464e-07
30645;10.90745;10.90746;5.960464e-07
30646;10.90749;10.90749;5.960464e-07
30647;10.90752;10.90753;7.152557e-07
30648;10.90755;10.90756;7.152557e-07
30649;10.90758;10.90759;7.152557e-07
30650;10.90761;10.90762;7.152557e-07
30651;10.90765;10.90765;7.152557e-07
30652;10.90768;10.90769;7.748604e-07
30653;10.90771;10.90772;7.748604e-07
30654;10.90774;10.90775;7.748604e-07
30655;10.90778;10.90779;7.748604e-07
30656;10.90781;10.90782;7.748604e-07
30657;10.90784;10.90785;7.748604e-07
30658;10.90787;10.90788;8.940697e-07
30659;10.90791;10.90792;8.940697e-07
30660;10.90794;10.90795;8.940697e-07
30661;10.90797;10.90798;8.940697e-07
30662;10.908;10.90801;9.536743e-07
30663;10.90804;10.90805;9.536743e-07
30664;10.90807;10.90808;9.536743e-07
30665;10.9081;10.90811;9.536743e-07
30666;10.90813;10.90814;1.072884e-06
30667;10.90817;10.90818;1.072884e-06
30668;10.9082;10.90821;1.072884e-06
30669;10.90823;10.90824;1.072884e-06
30670;10.90826;10.90827;1.072884e-06
30671;10.9083;10.90831;1.072884e-06
30672;10.90833;10.90834;1.132488e-06
30673;10.90836;10.90837;1.132488e-06
30674;10.90839;10.90841;1.132488e-06
30675;10.90843;10.90844;1.132488e-06
30676;10.90846;10.90847;1.132488e-06
30677;10.90849;10.9085;1.251698e-06
30678;10.90852;10.90854;1.251698e-06
30679;10.90856;10.90857;1.251698e-06
30680;10.90859;10.9086;1.251698e-06
30681;10.90862;10.90863;1.251698e-06
30682;10.90865;10.90867;1.251698e-06
30683;10.90868;10.9087;1.311302e-06
30684;10.90872;10.90873;1.311302e-06
30685;10.90875;10.90876;1.311302e-06
30686;10.90878;10.9088;1.311302e-06
30687;10.90881;10.90883;1.311302e-06
30688;10.90885;10.90886;1.311302e-06
30689;10.90888;10.90889;1.311302e-06
30690;10.90891;10.90893;1.370907e-06
30691;10.90894;10.90896;1.370907e-06
30692;10.90898;10.90899;1.370907e-06
30693;10.90901;10.90902;1.370907e-06
30694;10.90904;10.90906;1.370907e-06
30695;10.90907;10.90909;1.370907e-06
30696;10.90911;10.90912;1.490116e-06
30697;10.90914;10.90915;1.490116e-06
30698;10.90917;10.90919;1.490116e-06
30699;10.9092;10.90922;1.490116e-06
30700;10.90924;10.90925;1.490116e-06
30701;10.90927;10.90928;1.490116e-06
30702;10.9093;10.90932;1.549721e-06
30703;10.90933;10.90935;1.549721e-06
30704;10.90937;10.90938;1.549721e-06
30705;10.9094;10.90942;1.549721e-06
30706;10.90943;10.90945;1.549721e-06
30707;10.90946;10.90948;1.549721e-06
30708;10.9095;10.90951;1.66893e-06
30709;10.90953;10.90955;1.66893e-06
30710;10.90956;10.90958;1.66893e-06
30711;10.90959;10.90961;1.66893e-06
30712;10.90963;10.90964;1.66893e-06
30713;10.90966;10.90968;1.66893e-06
30714;10.90969;10.90971;1.66893e-06
30715;10.90972;10.90974;1.728535e-06
30716;10.90975;10.90977;1.728535e-06
30717;10.90979;10.90981;1.728535e-06
30718;10.90982;10.90984;1.728535e-06
30719;10.90985;10.90987;1.728535e-06
30720;10.90988;10.9099;1.728535e-06
30721;10.90992;10.90994;1.728535e-06
30722;10.90995;10.90997;1.847744e-06
30723;10.90998;10.91;1.847744e-06
30724;10.91001;10.91003;1.847744e-06
30725;10.91005;10.91007;1.847744e-06
30726;10.91008;10.9101;1.847744e-06
30727;10.91011;10.91013;1.847744e-06
30728;10.91014;10.91016;1.847744e-06
30729;10.91018;10.9102;1.847744e-06
30730;10.91021;10.91023;1.847744e-06
30731;10.91024;10.91026;1.907349e-06
30732;10.91027;10.91029;1.907349e-06
30733;10.91031;10.91033;1.907349e-06
30734;10.91034;10.91036;1.907349e-06
30735;10.91037;10.91039;1.907349e-06
30736;10.9104;10.91042;1.907349e-06
30737;10.91044;10.91046;1.907349e-06
30738;10.91047;10.91049;1.907349e-06
30739;10.9105;10.91052;1.907349e-06
30740;10.91053;10.91055;2.026558e-06
30741;10.91057;10.91059;2.026558e-06
30742;10.9106;10.91062;2.026558e-06
30743;10.91063;10.91065;2.026558e-06
30744;10.91066;10.91068;2.026558e-06
30745;10.9107;10.91072;2.026558e-06
30746;10.91073;10.91075;2.026558e-06
30747;10.91076;10.91078;2.026558e-06
30748;10.91079;10.91082;2.086163e-06
30749;10.91082;10.91085;2.086163e-06
30750;10.91086;10.91088;2.086163e-06
30751;10.91089;10.91091;2.086163e-06
30752;10.91092;10.91094;2.086163e-06
30753;10.91095;10.91098;2.086163e-06
30754;10.91099;10.91101;2.086163e-06
30755;10.91102;10.91104;2.086163e-06
30756;10.91105;10.91107;2.086163e-06
30757;10.91108;10.91111;2.086163e-06
30758;10.91112;10.91114;2.205372e-06
30759;10.91115;10.91117;2.205372e-06
30760;10.91118;10.91121;2.205372e-06
30761;10.91121;10.91124;2.205372e-06
30762;10.91125;10.91127;2.205372e-06
30763;10.91128;10.9113;2.205372e-06
30764;10.91131;10.91133;2.205372e-06
30765;10.91134;10.91137;2.205372e-06
30766;10.91138;10.9114;2.205372e-06
30767;10.91141;10.91143;2.205372e-06
30768;10.91144;10.91146;2.205372e-06
30769;10.91147;10.9115;2.205372e-06
30770;10.91151;10.91153;2.205372e-06
30771;10.91154;10.91156;2.205372e-06
30772;10.91157;10.9116;2.264977e-06
30773;10.9116;10.91163;2.264977e-06
30774;10.91164;10.91166;2.264977e-06
30775;10.91167;10.91169;2.264977e-06
30776;10.9117;10.91173;2.264977e-06
30777;10.91173;10.91176;2.264977e-06
30778;10.91177;10.91179;2.264977e-06
30779;10.9118;10.91182;2.264977e-06
30780;10.91183;10.91185;2.264977e-06
30781;10.91186;10.91189;2.264977e-06
30782;10.91189;10.91192;2.264977e-06
30783;10.91193;10.91195;2.264977e-06
30784;10.91196;10.91198;2.264977e-06
30785;10.91199;10.91202;2.384186e-06
30786;10.91202;10.91205;2.384186e-06
30787;10.91206;10.91208;2.384186e-06
30788;10.91209;10.91212;2.384186e-06
30789;10.91212;10.91215;2.384186e-06
30790;10.91215;10.91218;2.384186e-06
30791;10.91219;10.91221;2.384186e-06
30792;10.91222;10.91224;2.384186e-06
30793;10.91225;10.91228;2.384186e-06
30794;10.91228;10.91231;2.384186e-06
30795;10.91232;10.91234;2.384186e-06
30796;10.91235;10.91237;2.384186e-06
30797;10.91238;10.91241;2.384186e-06
30798;10.91241;10.91244;2.384186e-06
30799;10.91245;10.91247;2.384186e-06
30800;10.91248;10.9125;2.384186e-06
30801;10.91251;10.91254;2.384186e-06
30802;10.91254;10.91257;2.384186e-06
30803;10.91258;10.9126;2.384186e-06
30804;10.91261;10.91263;2.384186e-06
30805;10.91264;10.91267;2.44379e-06
30806;10.91267;10.9127;2.44379e-06
30807;10.91271;10.91273;2.44379e-06
30808;10.91274;10.91276;2.44379e-06
30809;10.91277;10.9128;2.44379e-06
30810;10.9128;10.91283;2.44379e-06
30811;10.91284;10.91286;2.44379e-06
30812;10.91287;10.91289;2.44379e-06
30813;10.9129;10.91293;2.44379e-06
30814;10.91293;10.91296;2.44379e-06
30815;10.91296;10.91299;2.44379e-06
30816;10.913;10.91302;2.44379e-06
30817;10.91303;10.91306;2.44379e-06
30818;10.91306;10.91309;2.44379e-06
30819;10.91309;10.91312;2.44379e-06
30820;10.91313;10.91315;2.44379e-06
30821;10.91316;10.91319;2.44379e-06
30822;10.91319;10.91322;2.44379e-06
30823;10.91322;10.91325;2.44379e-06
30824;10.91326;10.91328;2.44379e-06
30825;10.91329;10.91332;2.44379e-06
30826;10.91332;10.91335;2.44379e-06
30827;10.91335;10.91338;2.44379e-06
30828;10.91339;10.91341;2.44379e-06
30829;10.91342;10.91345;2.44379e-06
30830;10.91345;10.91348;2.44379e-06
30831;10.91348;10.91351;2.44379e-06
30832;10.91352;10.91354;2.44379e-06
30833;10.91355;10.91358;2.44379e-06
30834;10.91358;10.91361;2.44379e-06
30835;10.91361;10.91364;2.44379e-06
30836;10.91365;10.91367;2.44379e-06
30837;10.91368;10.9137;2.44379e-06
30838;10.91371;10.91374;2.44379e-06
30839;10.91374;10.91377;2.44379e-06
30840;10.91378;10.9138;2.44379e-06
30841;10.91381;10.91383;2.44379e-06
30842;10.91384;10.91387;2.44379e-06
30843;10.91387;10.9139;2.44379e-06
30844;10.91391;10.91393;2.44379e-06
30845;10.91394;10.91396;2.44379e-06
30846;10.91397;10.914;2.44379e-06
30847;10.914;10.91403;2.44379e-06
30848;10.91403;10.91406;2.44379e-06
30849;10.91407;10.91409;2.44379e-06
30850;10.9141;10.91413;2.44379e-06
30851;10.91413;10.91416;2.44379e-06
30852;10.91416;10.91419;2.44379e-06
30853;10.9142;10.91422;2.44379e-06
30854;10.91423;10.91426;2.44379e-06
30855;10.91426;10.91429;2.44379e-06
30856;10.91429;10.91432;2.44379e-06
30857;10.91433;10.91435;2.44379e-06
30858;10.91436;10.91439;2.44379e-06
30859;10.91439;10.91442;2.44379e-06
30860;10.91442;10.91445;2.44379e-06
30861;10.91446;10.91448;2.44379e-06
30862;10.91449;10.91452;2.44379e-06
30863;10.91452;10.91455;2.44379e-06
30864;10.91455;10.91458;2.44379e-06
30865;10.91459;10.91461;2.44379e-06
30866;10.91462;10.91465;2.44379e-06
30867;10.91465;10.91468;2.44379e-06
30868;10.91468;10.91471;2.384186e-06
30869;10.91472;10.91474;2.384186e-06
30870;10.91475;10.91477;2.44379e-06
30871;10.91478;10.91481;2.384186e-06
30872;10.91481;10.91484;2.384186e-06
30873;10.91485;10.91487;2.384186e-06
30874;10.91488;10.9149;2.384186e-06
30875;10.91491;10.91494;2.44379e-06
30876;10.91494;10.91497;2.44379e-06
30877;10.91498;10.915;2.44379e-06
30878;10.91501;10.91503;2.44379e-06
30879;10.91504;10.91507;2.44379e-06
30880;10.91507;10.9151;2.384186e-06
30881;10.9151;10.91513;2.384186e-06
30882;10.91514;10.91516;2.384186e-06
30883;10.91517;10.9152;2.384186e-06
30884;10.9152;10.91523;2.384186e-06
30885;10.91523;10.91526;2.384186e-06
30886;10.91527;10.91529;2.384186e-06
30887;10.9153;10.91533;2.384186e-06
30888;10.91533;10.91536;2.384186e-06
30889;10.91536;10.91539;2.384186e-06
30890;10.9154;10.91542;2.384186e-06
30891;10.91543;10.91545;2.384186e-06
30892;10.91546;10.91549;2.384186e-06
30893;10.91549;10.91552;2.384186e-06
30894;10.91553;10.91555;2.384186e-06
30895;10.91556;10.91558;2.384186e-06
30896;10.91559;10.91562;2.384186e-06
30897;10.91562;10.91565;2.264977e-06
30898;10.91566;10.91568;2.264977e-06
30899;10.91569;10.91571;2.264977e-06
30900;10.91572;10.91575;2.264977e-06
30901;10.91575;10.91578;2.264977e-06
30902;10.91579;10.91581;2.264977e-06
30903;10.91582;10.91584;2.264977e-06
30904;10.91585;10.91588;2.264977e-06
30905;10.91588;10.91591;2.264977e-06
30906;10.91592;10.91594;2.264977e-06
30907;10.91595;10.91597;2.264977e-06
30908;10.91598;10.91601;2.264977e-06
30909;10.91601;10.91604;2.264977e-06
30910;10.91605;10.91607;2.205372e-06
30911;10.91608;10.9161;2.205372e-06
30912;10.91611;10.91613;2.205372e-06
30913;10.91614;10.91617;2.205372e-06
30914;10.91617;10.9162;2.205372e-06
30915;10.91621;10.91623;2.205372e-06
30916;10.91624;10.91626;2.205372e-06
30917;10.91627;10.9163;2.205372e-06
30918;10.9163;10.91633;2.205372e-06
30919;10.91634;10.91636;2.205372e-06
30920;10.91637;10.91639;2.205372e-06
30921;10.9164;10.91643;2.205372e-06
30922;10.91643;10.91646;2.205372e-06
30923;10.91647;10.91649;2.205372e-06
30924;10.9165;10.91652;2.205372e-06
30925;10.91653;10.91655;2.086163e-06
30926;10.91656;10.91659;2.086163e-06
30927;10.9166;10.91662;2.086163e-06
30928;10.91663;10.91665;2.086163e-06
30929;10.91666;10.91668;2.086163e-06
30930;10.91669;10.91672;2.086163e-06
30931;10.91673;10.91675;2.086163e-06
30932;10.91676;10.91678;2.026558e-06
30933;10.91679;10.91681;2.026558e-06
30934;10.91682;10.91685;2.026558e-06
30935;10.91686;10.91688;2.026558e-06
30936;10.91689;10.91691;2.026558e-06
30937;10.91692;10.91694;2.026558e-06
30938;10.91695;10.91698;2.026558e-06
30939;10.91699;10.91701;2.026558e-06
30940;10.91702;10.91704;2.026558e-06
30941;10.91705;10.91707;2.026558e-06
30942;10.91708;10.9171;2.026558e-06
30943;10.91712;10.91714;1.907349e-06
30944;10.91715;10.91717;1.907349e-06
30945;10.91718;10.9172;1.907349e-06
30946;10.91721;10.91723;1.907349e-06
30947;10.91724;10.91727;1.907349e-06
30948;10.91728;10.9173;1.907349e-06
30949;10.91731;10.91733;1.907349e-06
30950;10.91734;10.91736;1.907349e-06
30951;10.91737;10.9174;1.907349e-06
30952;10.91741;10.91743;1.847744e-06
30953;10.91744;10.91746;1.847744e-06
30954;10.91747;10.91749;1.847744e-06
30955;10.9175;10.91752;1.847744e-06
30956;10.91754;10.91756;1.847744e-06
30957;10.91757;10.91759;1.847744e-06
30958;10.9176;10.91762;1.847744e-06
30959;10.91763;10.91765;1.847744e-06
30960;10.91767;10.91769;1.847744e-06
30961;10.9177;10.91772;1.847744e-06
30962;10.91773;10.91775;1.728535e-06
30963;10.91776;10.91778;1.728535e-06
30964;10.9178;10.91782;1.728535e-06
30965;10.91783;10.91785;1.728535e-06
30966;10.91786;10.91788;1.66893e-06
30967;10.91789;10.91791;1.66893e-06
30968;10.91793;10.91794;1.66893e-06
30969;10.91796;10.91798;1.66893e-06
30970;10.91799;10.91801;1.66893e-06
30971;10.91802;10.91804;1.66893e-06
30972;10.91806;10.91807;1.66893e-06
30973;10.91809;10.91811;1.66893e-06
30974;10.91812;10.91814;1.549721e-06
30975;10.91815;10.91817;1.549721e-06
30976;10.91819;10.9182;1.549721e-06
30977;10.91822;10.91823;1.549721e-06
30978;10.91825;10.91827;1.549721e-06
30979;10.91828;10.9183;1.549721e-06
30980;10.91831;10.91833;1.549721e-06
30981;10.91835;10.91836;1.490116e-06
30982;10.91838;10.9184;1.490116e-06
30983;10.91841;10.91843;1.490116e-06
30984;10.91844;10.91846;1.490116e-06
30985;10.91848;10.91849;1.490116e-06
30986;10.91851;10.91853;1.490116e-06
30987;10.91854;10.91856;1.490116e-06
30988;10.91857;10.91859;1.370907e-06
30989;10.91861;10.91862;1.370907e-06
30990;10.91864;10.91865;1.370907e-06
30991;10.91867;10.91869;1.370907e-06
30992;10.9187;10.91872;1.370907e-06
30993;10.91874;10.91875;1.370907e-06
30994;10.91877;10.91878;1.370907e-06
30995;10.9188;10.91882;1.311302e-06
30996;10.91883;10.91885;1.311302e-06
30997;10.91887;10.91888;1.311302e-06
30998;10.9189;10.91891;1.311302e-06
30999;10.91893;10.91895;1.311302e-06
31000;10.91896;10.91898;1.311302e-06
31001;10.919;10.91901;1.251698e-06
31002;10.91903;10.91904;1.251698e-06
31003;10.91906;10.91907;1.251698e-06
31004;10.91909;10.91911;1.251698e-06
31005;10.91913;10.91914;1.251698e-06
31006;10.91916;10.91917;1.251698e-06
31007;10.91919;10.9192;1.132488e-06
31008;10.91922;10.91924;1.132488e-06
31009;10.91926;10.91927;1.132488e-06
31010;10.91929;10.9193;1.132488e-06
31011;10.91932;10.91933;1.132488e-06
31012;10.91935;10.91936;1.072884e-06
31013;10.91938;10.9194;1.072884e-06
31014;10.91942;10.91943;1.072884e-06
31015;10.91945;10.91946;1.072884e-06
31016;10.91948;10.91949;1.072884e-06
31017;10.91951;10.91953;9.536743e-07
31018;10.91955;10.91956;9.536743e-07
31019;10.91958;10.91959;9.536743e-07
31020;10.91961;10.91962;9.536743e-07
31021;10.91964;10.91965;9.536743e-07
31022;10.91968;10.91969;8.940697e-07
31023;10.91971;10.91972;8.940697e-07
31024;10.91974;10.91975;8.940697e-07
31025;10.91977;10.91978;8.940697e-07
31026;10.91981;10.91982;8.940697e-07
31027;10.91984;10.91985;7.748604e-07
31028;10.91987;10.91988;7.748604e-07
31029;10.9199;10.91991;7.748604e-07
31030;10.91994;10.91994;7.748604e-07
31031;10.91997;10.91998;7.748604e-07
31032;10.92;10.92001;7.152557e-07
31033;10.92003;10.92004;7.152557e-07
31034;10.92007;10.92007;7.152557e-07
31035;10.9201;10.92011;7.152557e-07
31036;10.92013;10.92014;7.152557e-07
31037;10.92016;10.92017;5.960464e-07
31038;10.9202;10.9202;5.960464e-07
31039;10.92023;10.92023;5.960464e-07
31040;10.92026;10.92027;5.960464e-07
31041;10.92029;10.9203;5.960464e-07
31042;10.92033;10.92033;5.364418e-07
31043;10.92036;10.92036;5.364418e-07
31044;10.92039;10.9204;5.364418e-07
31045;10.92042;10.92043;5.364418e-07
31046;10.92045;10.92046;4.172325e-07
31047;10.92049;10.92049;4.172325e-07
31048;10.92052;10.92052;4.172325e-07
31049;10.92055;10.92056;4.172325e-07
31050;10.92058;10.92059;3.576279e-07
31051;10.92062;10.92062;3.576279e-07
31052;10.92065;10.92065;3.576279e-07
31053;10.92068;10.92069;3.576279e-07
31054;10.92071;10.92072;2.384186e-07
31055;10.92075;10.92075;2.384186e-07
31056;10.92078;10.92078;2.384186e-07
31057;10.92081;10.92081;2.384186e-07
31058;10.92084;10.92085;2.384186e-07
31059;10.92088;10.92088;1.788139e-07
31060;10.92091;10.92091;1.788139e-07
31061;10.92094;10.92094;1.788139e-07
31062;10.92097;10.92098;1.788139e-07
31063;10.92101;10.92101;5.960464e-08
31064;10.92104;10.92104;5.960464e-08
31065;10.92107;10.92107;5.960464e-08
31066;10.9211;10.9211;5.960464e-08
31067;10.92114;10.92114;0
31068;10.92117;10.92117;0
31069;10.9212;10.9212;0
31070;10.92123;10.92123;0
31071;10.92127;10.92126;1.192093e-07
31072;10.9213;10.9213;1.192093e-07
31073;10.92133;10.92133;1.192093e-07
31074;10.92136;10.92136;1.192093e-07
31075;10.9214;10.92139;1.192093e-07
31076;10.92143;10.92143;1.192093e-07
31077;10.92146;10.92146;1.192093e-07
31078;10.92149;10.92149;1.192093e-07
31079;10.92153;10.92152;2.384186e-07
31080;10.92156;10.92155;2.384186e-07
31081;10.92159;10.92159;2.384186e-07
31082;10.92162;10.92162;2.384186e-07
31083;10.92165;10.92165;3.576279e-07
31084;10.92169;10.92168;3.576279e-07
31085;10.92172;10.92172;3.576279e-07
31086;10.92175;10.92175;4.768372e-07
31087;10.92178;10.92178;4.768372e-07
31088;10.92182;10.92181;4.768372e-07
31089;10.92185;10.92184;4.768372e-07
31090;10.92188;10.92188;4.768372e-07
31091;10.92191;10.92191;4.768372e-07
31092;10.92195;10.92194;4.768372e-07
31093;10.92198;10.92197;4.768372e-07
31094;10.92201;10.92201;4.768372e-07
31095;10.92204;10.92204;5.960464e-07
31096;10.92208;10.92207;5.960464e-07
31097;10.92211;10.9221;5.960464e-07
31098;10.92214;10.92213;5.960464e-07
31099;10.92217;10.92217;7.152557e-07
31100;10.92221;10.9222;7.152557e-07
31101;10.92224;10.92223;7.152557e-07
31102;10.92227;10.92226;8.34465e-07
31103;10.9223;10.92229;8.34465e-07
31104;10.92234;10.92233;8.34465e-07
31105;10.92237;10.92236;8.34465e-07
31106;10.9224;10.92239;8.34465e-07
31107;10.92243;10.92242;8.34465e-07
31108;10.92247;10.92246;8.34465e-07
31109;10.9225;10.92249;9.536743e-07
31110;10.92253;10.92252;9.536743e-07
31111;10.92256;10.92255;9.536743e-07
31112;10.9226;10.92258;1.072884e-06
31113;10.92263;10.92262;1.072884e-06
31114;10.92266;10.92265;1.072884e-06
31115;10.92269;10.92268;1.192093e-06
31116;10.92272;10.92271;1.192093e-06
31117;10.92276;10.92274;1.192093e-06
31118;10.92279;10.92278;1.192093e-06
31119;10.92282;10.92281;1.192093e-06
31120;10.92285;10.92284;1.192093e-06
31121;10.92289;10.92287;1.192093e-06
31122;10.92292;10.9229;1.311302e-06
31123;10.92295;10.92294;1.311302e-06
31124;10.92298;10.92297;1.311302e-06
31125;10.92302;10.923;1.430511e-06
31126;10.92305;10.92303;1.430511e-06
31127;10.92308;10.92307;1.430511e-06
31128;10.92311;10.9231;1.430511e-06
31129;10.92315;10.92313;1.430511e-06
31130;10.92318;10.92316;1.430511e-06
31131;10.92321;10.92319;1.430511e-06
31132;10.92324;10.92323;1.430511e-06
31133;10.92328;10.92326;1.549721e-06
31134;10.92331;10.92329;1.549721e-06
31135;10.92334;10.92332;1.549721e-06
31136;10.92337;10.92336;1.66893e-06
31137;10.92341;10.92339;1.66893e-06
31138;10.92344;10.92342;1.788139e-06
31139;10.92347;10.92345;1.788139e-06
31140;10.9235;10.92348;1.788139e-06
31141;10.92354;10.92352;1.788139e-06
31142;10.92357;10.92355;1.788139e-06
31143;10.9236;10.92358;1.788139e-06
31144;10.92363;10.92361;1.907349e-06
31145;10.92367;10.92364;1.907349e-06
31146;10.9237;10.92368;1.907349e-06
31147;10.92373;10.92371;2.026558e-06
31148;10.92376;10.92374;2.026558e-06
31149;10.92379;10.92377;2.145767e-06
31150;10.92383;10.9238;2.145767e-06
31151;10.92386;10.92384;2.145767e-06
31152;10.92389;10.92387;2.145767e-06
31153;10.92392;10.9239;2.145767e-06
31154;10.92396;10.92393;2.145767e-06
31155;10.92399;10.92396;2.264977e-06
31156;10.92402;10.924;2.264977e-06
31157;10.92405;10.92403;2.264977e-06
31158;10.92409;10.92406;2.384186e-06
31159;10.92412;10.92409;2.384186e-06
31160;10.92415;10.92413;2.384186e-06
31161;10.92418;10.92416;2.503395e-06
31162;10.92422;10.92419;2.503395e-06
31163;10.92425;10.92422;2.503395e-06
31164;10.92428;10.92425;2.503395e-06
31165;10.92431;10.92429;2.503395e-06
31166;10.92435;10.92432;2.503395e-06
31167;10.92438;10.92435;2.622604e-06
31168;10.92441;10.92438;2.622604e-06
31169;10.92444;10.92441;2.622604e-06
31170;10.92448;10.92445;2.741814e-06
31171;10.92451;10.92448;2.741814e-06
31172;10.92454;10.92451;2.741814e-06
31173;10.92457;10.92454;2.741814e-06
31174;10.92461;10.92457;2.741814e-06
31175;10.92464;10.92461;2.861023e-06
31176;10.92467;10.92464;2.861023e-06
31177;10.9247;10.92467;2.861023e-06
31178;10.92474;10.9247;2.980232e-06
31179;10.92477;10.92474;2.980232e-06
31180;10.9248;10.92477;3.099442e-06
31181;10.92483;10.9248;3.099442e-06
31182;10.92486;10.92483;3.099442e-06
31183;10.9249;10.92486;3.099442e-06
31184;10.92493;10.9249;3.099442e-06
31185;10.92496;10.92493;3.099442e-06
31186;10.92499;10.92496;3.218651e-06
31187;10.92503;10.92499;3.218651e-06
31188;10.92506;10.92502;3.33786e-06
31189;10.92509;10.92506;3.33786e-06
31190;10.92512;10.92509;3.33786e-06
31191;10.92516;10.92512;3.457069e-06
31192;10.92519;10.92515;3.457069e-06
31193;10.92522;10.92518;3.457069e-06
31194;10.92525;10.92522;3.457069e-06
31195;10.92529;10.92525;3.457069e-06
31196;10.92532;10.92528;3.576279e-06
31197;10.92535;10.92531;3.576279e-06
31198;10.92538;10.92534;3.576279e-06
31199;10.92542;10.92538;3.695488e-06
31200;10.92545;10.92541;3.695488e-06
31201;10.92548;10.92544;3.695488e-06
31202;10.92551;10.92547;3.695488e-06
31203;10.92555;10.9255;3.695488e-06
31204;10.92558;10.92554;3.814697e-06
31205;10.92561;10.92557;3.814697e-06
31206;10.92564;10.9256;3.814697e-06
31207;10.92568;10.92563;3.933907e-06
31208;10.92571;10.92566;3.933907e-06
31209;10.92574;10.9257;4.053116e-06
31210;10.92577;10.92573;4.053116e-06
31211;10.92581;10.92576;4.053116e-06
31212;10.92584;10.92579;4.053116e-06
31213;10.92587;10.92583;4.053116e-06
31214;10.9259;10.92586;4.172325e-06
31215;10.92593;10.92589;4.172325e-06
31216;10.92597;10.92592;4.172325e-06
31217;10.926;10.92595;4.291534e-06
31218;10.92603;10.92599;4.291534e-06
31219;10.92606;10.92602;4.410744e-06
31220;10.9261;10.92605;4.410744e-06
31221;10.92613;10.92608;4.410744e-06
31222;10.92616;10.92611;4.410744e-06
31223;10.92619;10.92615;4.410744e-06
31224;10.92623;10.92618;4.529953e-06
31225;10.92626;10.92621;4.529953e-06
31226;10.92629;10.92624;4.649162e-06
31227;10.92632;10.92627;4.649162e-06
31228;10.92636;10.9263;4.768372e-06
31229;10.92639;10.92634;4.768372e-06
31230;10.92642;10.92637;4.768372e-06
31231;10.92645;10.9264;4.768372e-06
31232;10.92649;10.92643;4.768372e-06
31233;10.92652;10.92647;4.887581e-06
31234;10.92655;10.9265;4.887581e-06
31235;10.92658;10.92653;5.00679e-06
31236;10.92662;10.92656;5.00679e-06
31237;10.92665;10.92659;5.00679e-06
31238;10.92668;10.92663;5.00679e-06
31239;10.92671;10.92666;5.00679e-06
31240;10.92675;10.92669;5.125999e-06
31241;10.92678;10.92672;5.125999e-06
31242;10.92681;10.92675;5.245209e-06
31243;10.92684;10.92679;5.245209e-06
31244;10.92688;10.92682;5.364418e-06
31245;10.92691;10.92685;5.364418e-06
31246;10.92694;10.92688;5.364418e-06
31247;10.92697;10.92691;5.364418e-06
31248;10.927;10.92695;5.364418e-06
31249;10.92704;10.92698;5.483627e-06
31250;10.92707;10.92701;5.483627e-06
31251;10.9271;10.92704;5.602837e-06
31252;10.92713;10.92707;5.602837e-06
31253;10.92717;10.92711;5.602837e-06
31254;10.9272;10.92714;5.722046e-06
31255;10.92723;10.92717;5.722046e-06
31256;10.92726;10.9272;5.722046e-06
31257;10.9273;10.92723;5.722046e-06
31258;10.92733;10.92727;5.841255e-06
31259;10.92736;10.9273;5.841255e-06
31260;10.92739;10.92733;5.960464e-06
31261;10.92743;10.92736;5.960464e-06
31262;10.92746;10.92739;6.079674e-06
31263;10.92749;10.92743;6.079674e-06
31264;10.92752;10.92746;6.079674e-06
31265;10.92756;10.92749;6.079674e-06
31266;10.92759;10.92752;6.198883e-06
31267;10.92762;10.92755;6.198883e-06
31268;10.92765;10.92758;6.318092e-06
31269;10.92769;10.92762;6.318092e-06
31270;10.92772;10.92765;6.318092e-06
31271;10.92775;10.92768;6.318092e-06
31272;10.92778;10.92771;6.318092e-06
31273;10.92782;10.92774;6.437302e-06
31274;10.92785;10.92778;6.437302e-06
31275;10.92788;10.92781;6.556511e-06
31276;10.92791;10.92784;6.556511e-06
31277;10.92795;10.92787;6.67572e-06
31278;10.92798;10.92791;6.67572e-06
31279;10.92801;10.92794;6.67572e-06
