N;S1;S2;Delta
57604;11.53852;11.53858;5.602837e-06
57605;11.53854;11.5386;5.602837e-06
57606;11.53855;11.53862;5.722046e-06
57607;11.53857;11.53864;5.722046e-06
57608;11.53859;11.53865;5.722046e-06
57609;11.5386;11.53867;5.722046e-06
57610;11.53862;11.53869;5.722046e-06
57611;11.53864;11.5387;5.722046e-06
57612;11.53866;11.53872;5.781651e-06
57613;11.53867;11.53874;5.781651e-06
57614;11.53869;11.53876;5.781651e-06
57615;11.53871;11.53877;5.781651e-06
57616;11.53872;11.53879;5.781651e-06
57617;11.53874;11.53881;5.841255e-06
57618;11.53876;11.53883;5.841255e-06
57619;11.53878;11.53884;5.841255e-06
57620;11.53879;11.53886;5.841255e-06
57621;11.53881;11.53888;5.960464e-06
57622;11.53883;11.5389;5.960464e-06
57623;11.53884;11.53891;5.960464e-06
57624;11.53886;11.53893;5.960464e-06
57625;11.53888;11.53895;6.020069e-06
57626;11.5389;11.53897;6.020069e-06
57627;11.53891;11.53898;6.020069e-06
57628;11.53893;11.539;6.020069e-06
57629;11.53895;11.53902;6.139278e-06
57630;11.53896;11.53903;6.139278e-06
57631;11.53898;11.53905;6.139278e-06
57632;11.539;11.53907;6.139278e-06
57633;11.53902;11.53909;6.198883e-06
57634;11.53903;11.5391;6.198883e-06
57635;11.53905;11.53912;6.198883e-06
57636;11.53907;11.53914;6.198883e-06
57637;11.53908;11.53916;6.198883e-06
57638;11.5391;11.53917;6.258488e-06
57639;11.53912;11.53919;6.258488e-06
57640;11.53914;11.53921;6.258488e-06
57641;11.53915;11.53923;6.258488e-06
57642;11.53917;11.53924;6.377697e-06
57643;11.53919;11.53926;6.377697e-06
57644;11.5392;11.53928;6.377697e-06
57645;11.53922;11.5393;6.377697e-06
57646;11.53924;11.53931;6.437302e-06
57647;11.53926;11.53933;6.437302e-06
57648;11.53927;11.53935;6.437302e-06
57649;11.53929;11.53936;6.437302e-06
57650;11.53931;11.53938;6.437302e-06
57651;11.53932;11.5394;6.556511e-06
57652;11.53934;11.53942;6.556511e-06
57653;11.53936;11.53943;6.556511e-06
57654;11.53938;11.53945;6.556511e-06
57655;11.53939;11.53947;6.556511e-06
57656;11.53941;11.53949;6.616116e-06
57657;11.53943;11.5395;6.616116e-06
57658;11.53944;11.53952;6.616116e-06
57659;11.53946;11.53954;6.616116e-06
57660;11.53948;11.53956;6.616116e-06
57661;11.5395;11.53957;6.67572e-06
57662;11.53951;11.53959;6.67572e-06
57663;11.53953;11.53961;6.67572e-06
57664;11.53955;11.53963;6.67572e-06
57665;11.53957;11.53964;6.67572e-06
57666;11.53958;11.53966;6.67572e-06
57667;11.5396;11.53968;6.79493e-06
57668;11.53962;11.53969;6.79493e-06
57669;11.53963;11.53971;6.79493e-06
57670;11.53965;11.53973;6.79493e-06
57671;11.53967;11.53975;6.79493e-06
57672;11.53969;11.53976;6.79493e-06
57673;11.5397;11.53978;6.854534e-06
57674;11.53972;11.5398;6.854534e-06
57675;11.53974;11.53982;6.854534e-06
57676;11.53975;11.53983;6.854534e-06
57677;11.53977;11.53985;6.854534e-06
57678;11.53979;11.53987;6.854534e-06
57679;11.53981;11.53989;6.914139e-06
57680;11.53982;11.5399;6.914139e-06
57681;11.53984;11.53992;6.914139e-06
57682;11.53986;11.53994;6.914139e-06
57683;11.53987;11.53995;6.914139e-06
57684;11.53989;11.53997;7.033348e-06
57685;11.53991;11.53999;7.033348e-06
57686;11.53993;11.54001;7.033348e-06
57687;11.53994;11.54002;7.033348e-06
57688;11.53996;11.54004;7.033348e-06
57689;11.53998;11.54006;7.033348e-06
57690;11.53999;11.54008;7.092953e-06
57691;11.54001;11.54009;7.092953e-06
57692;11.54003;11.54011;7.092953e-06
57693;11.54005;11.54013;7.092953e-06
57694;11.54006;11.54014;7.092953e-06
57695;11.54008;11.54016;7.092953e-06
57696;11.5401;11.54018;7.092953e-06
57697;11.54011;11.5402;7.212162e-06
57698;11.54013;11.54021;7.212162e-06
57699;11.54015;11.54023;7.212162e-06
57700;11.54017;11.54025;7.212162e-06
57701;11.54018;11.54027;7.212162e-06
57702;11.5402;11.54028;7.212162e-06
57703;11.54022;11.5403;7.271767e-06
57704;11.54023;11.54032;7.271767e-06
57705;11.54025;11.54034;7.271767e-06
57706;11.54027;11.54035;7.271767e-06
57707;11.54029;11.54037;7.271767e-06
57708;11.5403;11.54039;7.271767e-06
57709;11.54032;11.54041;7.331371e-06
57710;11.54034;11.54042;7.331371e-06
57711;11.54035;11.54044;7.331371e-06
57712;11.54037;11.54046;7.331371e-06
57713;11.54039;11.54047;7.331371e-06
57714;11.54041;11.54049;7.331371e-06
57715;11.54042;11.54051;7.331371e-06
57716;11.54044;11.54053;7.450581e-06
57717;11.54046;11.54054;7.450581e-06
57718;11.54047;11.54056;7.450581e-06
57719;11.54049;11.54058;7.450581e-06
57720;11.54051;11.5406;7.450581e-06
57721;11.54053;11.54061;7.450581e-06
57722;11.54054;11.54063;7.510185e-06
57723;11.54056;11.54065;7.510185e-06
57724;11.54058;11.54066;7.510185e-06
57725;11.5406;11.54068;7.510185e-06
57726;11.54061;11.5407;7.510185e-06
57727;11.54063;11.54072;7.510185e-06
57728;11.54065;11.54073;7.510185e-06
57729;11.54066;11.54075;7.629395e-06
57730;11.54068;11.54077;7.629395e-06
57731;11.5407;11.54079;7.629395e-06
57732;11.54072;11.5408;7.629395e-06
57733;11.54073;11.54082;7.629395e-06
57734;11.54075;11.54084;7.629395e-06
57735;11.54077;11.54085;7.629395e-06
57736;11.54078;11.54087;7.688999e-06
57737;11.5408;11.54089;7.688999e-06
57738;11.54082;11.54091;7.688999e-06
57739;11.54084;11.54092;7.688999e-06
57740;11.54085;11.54094;7.688999e-06
57741;11.54087;11.54096;7.688999e-06
57742;11.54089;11.54098;7.748604e-06
57743;11.5409;11.54099;7.748604e-06
57744;11.54092;11.54101;7.748604e-06
57745;11.54094;11.54103;7.748604e-06
57746;11.54096;11.54105;7.748604e-06
57747;11.54097;11.54106;7.748604e-06
57748;11.54099;11.54108;7.867813e-06
57749;11.54101;11.5411;7.867813e-06
57750;11.54102;11.54111;7.867813e-06
57751;11.54104;11.54113;7.867813e-06
57752;11.54106;11.54115;7.867813e-06
57753;11.54108;11.54117;7.867813e-06
57754;11.54109;11.54118;7.927418e-06
57755;11.54111;11.5412;7.927418e-06
57756;11.54113;11.54122;7.927418e-06
57757;11.54114;11.54124;7.927418e-06
57758;11.54116;11.54125;7.927418e-06
57759;11.54118;11.54127;7.987022e-06
57760;11.5412;11.54129;7.987022e-06
57761;11.54121;11.54131;7.987022e-06
57762;11.54123;11.54132;7.987022e-06
57763;11.54125;11.54134;7.987022e-06
57764;11.54126;11.54136;7.987022e-06
57765;11.54128;11.54138;8.106232e-06
57766;11.5413;11.54139;8.106232e-06
57767;11.54132;11.54141;8.106232e-06
57768;11.54133;11.54143;8.106232e-06
57769;11.54135;11.54144;8.106232e-06
57770;11.54137;11.54146;8.106232e-06
57771;11.54138;11.54148;8.106232e-06
57772;11.5414;11.5415;8.165836e-06
57773;11.54142;11.54151;8.165836e-06
57774;11.54144;11.54153;8.165836e-06
57775;11.54145;11.54155;8.165836e-06
57776;11.54147;11.54156;8.165836e-06
57777;11.54149;11.54158;8.285046e-06
57778;11.5415;11.5416;8.285046e-06
57779;11.54152;11.54162;8.285046e-06
57780;11.54154;11.54163;8.285046e-06
57781;11.54156;11.54165;8.285046e-06
57782;11.54157;11.54167;8.285046e-06
57783;11.54159;11.54169;8.34465e-06
57784;11.54161;11.5417;8.34465e-06
57785;11.54163;11.54172;8.34465e-06
57786;11.54164;11.54174;8.34465e-06
57787;11.54166;11.54176;8.34465e-06
57788;11.54168;11.54177;8.34465e-06
57789;11.54169;11.54179;8.404255e-06
57790;11.54171;11.54181;8.404255e-06
57791;11.54173;11.54183;8.404255e-06
57792;11.54175;11.54184;8.404255e-06
57793;11.54176;11.54186;8.404255e-06
57794;11.54178;11.54188;8.404255e-06
57795;11.5418;11.54189;8.523464e-06
57796;11.54181;11.54191;8.523464e-06
57797;11.54183;11.54193;8.523464e-06
57798;11.54185;11.54195;8.523464e-06
57799;11.54187;11.54196;8.523464e-06
57800;11.54188;11.54198;8.523464e-06
57801;11.5419;11.542;8.583069e-06
57802;11.54192;11.54202;8.583069e-06
57803;11.54193;11.54203;8.583069e-06
57804;11.54195;11.54205;8.583069e-06
57805;11.54197;11.54207;8.583069e-06
57806;11.54199;11.54208;8.583069e-06
57807;11.542;11.5421;8.583069e-06
57808;11.54202;11.54212;8.583069e-06
57809;11.54204;11.54214;8.702278e-06
57810;11.54205;11.54215;8.702278e-06
57811;11.54207;11.54217;8.702278e-06
57812;11.54209;11.54219;8.702278e-06
57813;11.54211;11.54221;8.702278e-06
57814;11.54212;11.54222;8.702278e-06
57815;11.54214;11.54224;8.702278e-06
57816;11.54216;11.54226;8.702278e-06
57817;11.54217;11.54227;8.702278e-06
57818;11.54219;11.54229;8.702278e-06
57819;11.54221;11.54231;8.702278e-06
57820;11.54223;11.54233;8.702278e-06
57821;11.54224;11.54234;8.761883e-06
57822;11.54226;11.54236;8.761883e-06
57823;11.54228;11.54238;8.761883e-06
57824;11.54229;11.5424;8.761883e-06
57825;11.54231;11.54241;8.761883e-06
57826;11.54233;11.54243;8.761883e-06
57827;11.54235;11.54245;8.761883e-06
57828;11.54236;11.54246;8.761883e-06
57829;11.54238;11.54248;8.761883e-06
57830;11.5424;11.5425;8.761883e-06
57831;11.54241;11.54252;8.761883e-06
57832;11.54243;11.54253;8.761883e-06
57833;11.54245;11.54255;8.761883e-06
57834;11.54247;11.54257;8.821487e-06
57835;11.54248;11.54259;8.821487e-06
57836;11.5425;11.5426;8.821487e-06
57837;11.54252;11.54262;8.821487e-06
57838;11.54253;11.54264;8.821487e-06
57839;11.54255;11.54265;8.821487e-06
57840;11.54257;11.54267;8.821487e-06
57841;11.54259;11.54269;8.821487e-06
57842;11.5426;11.54271;8.940697e-06
57843;11.54262;11.54272;8.940697e-06
57844;11.54264;11.54274;8.940697e-06
57845;11.54265;11.54276;8.940697e-06
57846;11.54267;11.54278;8.940697e-06
57847;11.54269;11.54279;8.940697e-06
57848;11.54271;11.54281;8.940697e-06
57849;11.54272;11.54283;8.940697e-06
57850;11.54274;11.54284;9.000301e-06
57851;11.54276;11.54286;9.000301e-06
57852;11.54278;11.54288;9.000301e-06
57853;11.54279;11.5429;9.000301e-06
57854;11.54281;11.54291;9.000301e-06
57855;11.54283;11.54293;9.000301e-06
57856;11.54284;11.54295;9.000301e-06
57857;11.54286;11.54297;9.059906e-06
57858;11.54288;11.54298;9.059906e-06
57859;11.5429;11.543;9.059906e-06
57860;11.54291;11.54302;9.059906e-06
57861;11.54293;11.54303;9.059906e-06
57862;11.54295;11.54305;9.059906e-06
57863;11.54296;11.54307;9.059906e-06
57864;11.54298;11.54309;9.179115e-06
57865;11.543;11.5431;9.179115e-06
57866;11.54302;11.54312;9.179115e-06
57867;11.54303;11.54314;9.179115e-06
57868;11.54305;11.54316;9.179115e-06
57869;11.54307;11.54317;9.179115e-06
57870;11.54308;11.54319;9.179115e-06
57871;11.5431;11.54321;9.23872e-06
57872;11.54312;11.54323;9.23872e-06
57873;11.54314;11.54324;9.23872e-06
57874;11.54315;11.54326;9.23872e-06
57875;11.54317;11.54328;9.23872e-06
57876;11.54319;11.54329;9.23872e-06
57877;11.5432;11.54331;9.23872e-06
57878;11.54322;11.54333;9.23872e-06
57879;11.54324;11.54335;9.23872e-06
57880;11.54326;11.54336;9.357929e-06
57881;11.54327;11.54338;9.357929e-06
57882;11.54329;11.5434;9.357929e-06
57883;11.54331;11.54342;9.357929e-06
57884;11.54332;11.54343;9.357929e-06
57885;11.54334;11.54345;9.357929e-06
57886;11.54336;11.54347;9.357929e-06
57887;11.54338;11.54348;9.357929e-06
57888;11.54339;11.5435;9.357929e-06
57889;11.54341;11.54352;9.357929e-06
57890;11.54343;11.54354;9.357929e-06
57891;11.54344;11.54355;9.357929e-06
57892;11.54346;11.54357;9.417534e-06
57893;11.54348;11.54359;9.417534e-06
57894;11.5435;11.5436;9.417534e-06
57895;11.54351;11.54362;9.417534e-06
57896;11.54353;11.54364;9.417534e-06
57897;11.54355;11.54366;9.417534e-06
57898;11.54356;11.54367;9.417534e-06
57899;11.54358;11.54369;9.417534e-06
57900;11.5436;11.54371;9.417534e-06
57901;11.54362;11.54373;9.477139e-06
57902;11.54363;11.54374;9.477139e-06
57903;11.54365;11.54376;9.477139e-06
57904;11.54367;11.54378;9.477139e-06
57905;11.54368;11.54379;9.477139e-06
57906;11.5437;11.54381;9.477139e-06
57907;11.54372;11.54383;9.477139e-06
57908;11.54374;11.54385;9.477139e-06
57909;11.54375;11.54386;9.477139e-06
57910;11.54377;11.54388;9.596348e-06
57911;11.54379;11.5439;9.596348e-06
57912;11.54381;11.54392;9.596348e-06
57913;11.54382;11.54393;9.596348e-06
57914;11.54384;11.54395;9.596348e-06
57915;11.54386;11.54397;9.596348e-06
57916;11.54387;11.54398;9.596348e-06
57917;11.54389;11.544;9.655952e-06
57918;11.54391;11.54402;9.655952e-06
57919;11.54393;11.54404;9.655952e-06
57920;11.54394;11.54405;9.655952e-06
57921;11.54396;11.54407;9.655952e-06
57922;11.54398;11.54409;9.655952e-06
57923;11.54399;11.54411;9.655952e-06
57924;11.54401;11.54412;9.775162e-06
57925;11.54403;11.54414;9.775162e-06
57926;11.54405;11.54416;9.775162e-06
57927;11.54406;11.54418;9.775162e-06
57928;11.54408;11.54419;9.775162e-06
57929;11.5441;11.54421;9.775162e-06
57930;11.54411;11.54423;9.775162e-06
57931;11.54413;11.54424;9.775162e-06
57932;11.54415;11.54426;9.834766e-06
57933;11.54417;11.54428;9.834766e-06
57934;11.54418;11.5443;9.834766e-06
57935;11.5442;11.54431;9.834766e-06
57936;11.54422;11.54433;9.834766e-06
57937;11.54423;11.54435;9.834766e-06
57938;11.54425;11.54436;9.834766e-06
57939;11.54427;11.54438;9.834766e-06
57940;11.54429;11.5444;9.834766e-06
57941;11.5443;11.54442;9.894371e-06
57942;11.54432;11.54443;9.894371e-06
57943;11.54434;11.54445;9.894371e-06
57944;11.54435;11.54447;9.894371e-06
57945;11.54437;11.54449;9.894371e-06
57946;11.54439;11.5445;9.894371e-06
57947;11.54441;11.54452;9.894371e-06
57948;11.54442;11.54454;9.894371e-06
57949;11.54444;11.54455;9.894371e-06
57950;11.54446;11.54457;9.894371e-06
57951;11.54447;11.54459;9.894371e-06
57952;11.54449;11.54461;9.894371e-06
57953;11.54451;11.54462;9.894371e-06
57954;11.54453;11.54464;1.001358e-05
57955;11.54454;11.54466;1.001358e-05
57956;11.54456;11.54468;1.001358e-05
57957;11.54458;11.54469;1.001358e-05
57958;11.54459;11.54471;1.001358e-05
57959;11.54461;11.54473;1.001358e-05
57960;11.54463;11.54474;1.001358e-05
57961;11.54465;11.54476;1.001358e-05
57962;11.54466;11.54478;1.001358e-05
57963;11.54468;11.5448;1.001358e-05
57964;11.5447;11.54481;1.007318e-05
57965;11.54471;11.54483;1.007318e-05
57966;11.54473;11.54485;1.007318e-05
57967;11.54475;11.54487;1.007318e-05
57968;11.54477;11.54488;1.007318e-05
57969;11.54478;11.5449;1.007318e-05
57970;11.5448;11.54492;1.007318e-05
57971;11.54482;11.54493;1.007318e-05
57972;11.54484;11.54495;1.007318e-05
57973;11.54485;11.54497;1.007318e-05
57974;11.54487;11.54499;1.007318e-05
57975;11.54489;11.545;1.007318e-05
57976;11.5449;11.54502;1.007318e-05
57977;11.54492;11.54504;1.013279e-05
57978;11.54494;11.54506;1.013279e-05
57979;11.54496;11.54507;1.013279e-05
57980;11.54497;11.54509;1.013279e-05
57981;11.54499;11.54511;1.013279e-05
57982;11.54501;11.54512;1.013279e-05
57983;11.54502;11.54514;1.013279e-05
57984;11.54504;11.54516;1.013279e-05
57985;11.54506;11.54518;1.013279e-05
57986;11.54508;11.54519;1.013279e-05
57987;11.54509;11.54521;1.013279e-05
57988;11.54511;11.54523;1.013279e-05
57989;11.54513;11.54524;1.013279e-05
57990;11.54514;11.54526;1.0252e-05
57991;11.54516;11.54528;1.0252e-05
57992;11.54518;11.5453;1.0252e-05
57993;11.5452;11.54531;1.0252e-05
57994;11.54521;11.54533;1.0252e-05
57995;11.54523;11.54535;1.0252e-05
57996;11.54525;11.54537;1.0252e-05
57997;11.54526;11.54538;1.0252e-05
57998;11.54528;11.5454;1.0252e-05
57999;11.5453;11.54542;1.0252e-05
58000;11.54532;11.54543;1.0252e-05
58001;11.54533;11.54545;1.0252e-05
58002;11.54535;11.54547;1.0252e-05
58003;11.54537;11.54549;1.0252e-05
58004;11.54538;11.5455;1.0252e-05
58005;11.5454;11.54552;1.0252e-05
58006;11.54542;11.54554;1.03116e-05
58007;11.54544;11.54556;1.03116e-05
58008;11.54545;11.54557;1.03116e-05
58009;11.54547;11.54559;1.03116e-05
58010;11.54549;11.54561;1.03116e-05
58011;11.5455;11.54562;1.03116e-05
58012;11.54552;11.54564;1.03116e-05
58013;11.54554;11.54566;1.03116e-05
58014;11.54556;11.54568;1.03116e-05
58015;11.54557;11.54569;1.03116e-05
58016;11.54559;11.54571;1.03116e-05
58017;11.54561;11.54573;1.043081e-05
58018;11.54562;11.54574;1.043081e-05
58019;11.54564;11.54576;1.043081e-05
58020;11.54566;11.54578;1.043081e-05
58021;11.54568;11.5458;1.043081e-05
58022;11.54569;11.54581;1.043081e-05
58023;11.54571;11.54583;1.043081e-05
58024;11.54573;11.54585;1.043081e-05
58025;11.54574;11.54587;1.043081e-05
58026;11.54576;11.54588;1.043081e-05
58027;11.54578;11.5459;1.043081e-05
58028;11.5458;11.54592;1.049042e-05
58029;11.54581;11.54593;1.049042e-05
58030;11.54583;11.54595;1.049042e-05
58031;11.54585;11.54597;1.049042e-05
58032;11.54587;11.54599;1.049042e-05
58033;11.54588;11.546;1.049042e-05
58034;11.5459;11.54602;1.049042e-05
58035;11.54592;11.54604;1.049042e-05
58036;11.54593;11.54605;1.049042e-05
58037;11.54595;11.54607;1.049042e-05
58038;11.54597;11.54609;1.049042e-05
58039;11.54599;11.54611;1.049042e-05
58040;11.546;11.54612;1.049042e-05
58041;11.54602;11.54614;1.049042e-05
58042;11.54604;11.54616;1.049042e-05
58043;11.54605;11.54618;1.049042e-05
58044;11.54607;11.54619;1.055002e-05
58045;11.54609;11.54621;1.055002e-05
58046;11.54611;11.54623;1.055002e-05
58047;11.54612;11.54624;1.055002e-05
58048;11.54614;11.54626;1.055002e-05
58049;11.54616;11.54628;1.055002e-05
58050;11.54617;11.5463;1.055002e-05
58051;11.54619;11.54631;1.055002e-05
58052;11.54621;11.54633;1.055002e-05
58053;11.54623;11.54635;1.055002e-05
58054;11.54624;11.54636;1.055002e-05
58055;11.54626;11.54638;1.055002e-05
58056;11.54628;11.5464;1.055002e-05
58057;11.54629;11.54642;1.055002e-05
58058;11.54631;11.54643;1.055002e-05
58059;11.54633;11.54645;1.066923e-05
58060;11.54635;11.54647;1.066923e-05
58061;11.54636;11.54649;1.066923e-05
58062;11.54638;11.5465;1.066923e-05
58063;11.5464;11.54652;1.066923e-05
58064;11.54641;11.54654;1.066923e-05
58065;11.54643;11.54655;1.066923e-05
58066;11.54645;11.54657;1.066923e-05
58067;11.54647;11.54659;1.066923e-05
58068;11.54648;11.54661;1.066923e-05
58069;11.5465;11.54662;1.072884e-05
58070;11.54652;11.54664;1.072884e-05
58071;11.54653;11.54666;1.072884e-05
58072;11.54655;11.54668;1.072884e-05
58073;11.54657;11.54669;1.072884e-05
58074;11.54659;11.54671;1.072884e-05
58075;11.5466;11.54673;1.072884e-05
58076;11.54662;11.54674;1.072884e-05
58077;11.54664;11.54676;1.072884e-05
58078;11.54665;11.54678;1.072884e-05
58079;11.54667;11.5468;1.072884e-05
58080;11.54669;11.54681;1.072884e-05
58081;11.54671;11.54683;1.072884e-05
58082;11.54672;11.54685;1.084805e-05
58083;11.54674;11.54687;1.084805e-05
58084;11.54676;11.54688;1.084805e-05
58085;11.54677;11.5469;1.084805e-05
58086;11.54679;11.54692;1.084805e-05
58087;11.54681;11.54693;1.084805e-05
58088;11.54683;11.54695;1.084805e-05
58089;11.54684;11.54697;1.084805e-05
58090;11.54686;11.54699;1.084805e-05
58091;11.54688;11.547;1.084805e-05
58092;11.5469;11.54702;1.084805e-05
58093;11.54691;11.54704;1.084805e-05
58094;11.54693;11.54706;1.090765e-05
58095;11.54695;11.54707;1.090765e-05
58096;11.54696;11.54709;1.090765e-05
58097;11.54698;11.54711;1.090765e-05
58098;11.547;11.54712;1.090765e-05
58099;11.54702;11.54714;1.090765e-05
58100;11.54703;11.54716;1.090765e-05
58101;11.54705;11.54718;1.090765e-05
58102;11.54707;11.54719;1.090765e-05
58103;11.54708;11.54721;1.090765e-05
58104;11.5471;11.54723;1.090765e-05
58105;11.54712;11.54724;1.090765e-05
58106;11.54714;11.54726;1.090765e-05
58107;11.54715;11.54728;1.090765e-05
58108;11.54717;11.5473;1.090765e-05
58109;11.54719;11.54731;1.090765e-05
58110;11.5472;11.54733;1.090765e-05
58111;11.54722;11.54735;1.090765e-05
58112;11.54724;11.54736;1.090765e-05
58113;11.54726;11.54738;1.090765e-05
58114;11.54727;11.5474;1.090765e-05
58115;11.54729;11.54742;1.090765e-05
58116;11.54731;11.54743;1.090765e-05
58117;11.54732;11.54745;1.090765e-05
58118;11.54734;11.54747;1.090765e-05
58119;11.54736;11.54748;1.090765e-05
58120;11.54738;11.5475;1.090765e-05
58121;11.54739;11.54752;1.090765e-05
58122;11.54741;11.54754;1.090765e-05
58123;11.54743;11.54755;1.090765e-05
58124;11.54744;11.54757;1.090765e-05
58125;11.54746;11.54759;1.090765e-05
58126;11.54748;11.5476;1.090765e-05
58127;11.5475;11.54762;1.090765e-05
58128;11.54751;11.54764;1.090765e-05
58129;11.54753;11.54766;1.090765e-05
58130;11.54755;11.54767;1.090765e-05
58131;11.54756;11.54769;1.090765e-05
58132;11.54758;11.54771;1.090765e-05
58133;11.5476;11.54772;1.090765e-05
58134;11.54762;11.54774;1.090765e-05
58135;11.54763;11.54776;1.090765e-05
58136;11.54765;11.54778;1.090765e-05
58137;11.54767;11.54779;1.090765e-05
58138;11.54768;11.54781;1.090765e-05
58139;11.5477;11.54783;1.090765e-05
58140;11.54772;11.54784;1.090765e-05
58141;11.54774;11.54786;1.090765e-05
58142;11.54775;11.54788;1.090765e-05
58143;11.54777;11.5479;1.090765e-05
58144;11.54779;11.54791;1.090765e-05
58145;11.5478;11.54793;1.090765e-05
58146;11.54782;11.54795;1.090765e-05
58147;11.54784;11.54797;1.090765e-05
58148;11.54786;11.54798;1.090765e-05
58149;11.54787;11.548;1.090765e-05
58150;11.54789;11.54802;1.090765e-05
58151;11.54791;11.54803;1.090765e-05
58152;11.54792;11.54805;1.090765e-05
58153;11.54794;11.54807;1.090765e-05
58154;11.54796;11.54809;1.090765e-05
58155;11.54798;11.5481;1.090765e-05
58156;11.54799;11.54812;1.096725e-05
58157;11.54801;11.54814;1.096725e-05
58158;11.54803;11.54815;1.096725e-05
58159;11.54805;11.54817;1.096725e-05
58160;11.54806;11.54819;1.096725e-05
58161;11.54808;11.54821;1.096725e-05
58162;11.5481;11.54822;1.096725e-05
58163;11.54811;11.54824;1.096725e-05
58164;11.54813;11.54826;1.096725e-05
58165;11.54815;11.54827;1.096725e-05
